Unnamed: 0,word
204, اَچ٘ھوں اَچ٘ھوں
205, اِسْکْنَدْ
206, اَبْر آنا
207, چَوالیس
208, اَبْر ِ باراں
209, اِسْکَنْدَر
210, اَبْر بَرَسنا
211, اِسْکَنْدَری
212, اَبْر ِ بَہار
213, اِسْکُواڈْرَن
214, اَبْر ِ بَہاراں
215, اِسْکُواش
216, اَبْر ِ بَہاری
217, اِسْکُوائِر
218, اَبْر ِ بَہْمَن
219, اَظْہار
220, اِسْکُوائِر
221, اِسْکوپ
222, اَچّھے
223, اِسْکُوْٹُر
224, اِسْکور
225, اَبْر ِ بَہْمَنی
226, اَبْر پَھٹنا
227, اِسْکُوْل
228, اِسْکولَر
229, اَبْر ِ تَر
230, اِسْکُولی
231, اِسْکوِئر
232, اَبْر ِ تُنُک
233, اِسکوائشِ
234, اِسْکیٹِنْگ
235, اَبْر ِ تِیْرَہ
236, اِسْکیچ
237, اَبْر ِ تیْغ
238, اَبْر ِ جوشاں
239, اَظْہاری
240, اَبْر چھانا
241, اِسْکیل
242, اَظْہارِیَہ
243, اَبْر چَھٹنا
244, اِسْکیل
245, اَبْر ِ دریا بار
246, اَبْر ِ رَبِیْع
247, اَبْر ِ رَحْمَت
248, اَبْر ِ رَواں
249, اِحْتِرازی
250, اَعادَہ
251, اَعادَہ ءِ مَعْدُوم
252, احْتِراقی
253, اَعادی
254, اِعارَہ
255, اَعاصِر
256, اَعاظِم
257, اَعالی
258, اِعانَت
259, اِعانَت بَمَشْوَرَہ
260, اِعانَہ
261, اَعْبا
262, اِحْتِشامی قدیمامث
263, اِعْتاق
264, اِعْتاق نامَہ
265, اِعْتِبار
266, رَکْھنا کَرْنا
267, اِحْتِیاج مَنْد
268, اِعْتِبار اُٹْھنا
269, اِعْتِبار آنا
270, اِعْتِبار پانا پَکَڑْنا ف مر
271, اِعْتِبار جانا
272, اِعْتِبار جَمانا
273, اِعْتِبار جَمْنا
274, اِعْتِبار سے گِرْنا
275, اِعْتِبار کھونا
276, اَحْجار
277, اَحَد
278, اَحَد الْمُتَخاصِمَیْن
279, اَحَدی
280, اَنوکھی جُرْوا ساگ میں شُرْوا
281, اَحَدِیَّت
282, اِنْوی ٹیشَن َ انَہ لاحقہ
283, اُنْمْ فجائیہ
284, چھانے کا پُھون٘س
285, چھاؤنی
286, چھاؤنی چھانا
287, چھاؤنی ڈالْنا
288, چھاؤنی کَرْنا
289, اَنی انی لاحقہ
290, اُتّار
291, ابن
292, اَنِیت َ انَِیت لاحقہ
293, ابن ِ مَرْیَم
294, ابن ُ مُقَنَّع
295, ابن ِ مُلْجِم
296, اِین٘ٹ کا گَھر مَٹّی کا دَر
297, اِین٘ٹ کا گَھر مَٹّی کا کَرْدینا
298, اِین٘ٹ کی عَیَنک لَگانا
299, اُتارے پِھرنا
300, اِین٘ٹ کی لینی پَتَّھر کی دینی ۔ کی دینی پَتَّھر کی لینی کہاوت
301, اِین٘ٹ کَھر
302, اِین٘ٹ کھویا
303, اَ٘ملاک
304, اِین٘ٹ کھینْچْنا
305, اُبْنا
306, اِین٘ٹ گَلانا
307, اِین٘ٹ منْدی کَرْنا
308, اِینْٹا
309, اِینْٹا کھویا
310, اَینْٹْنا قدیمصف
311, اِینْٹوں نال پَکوَڑی
312, اَینْٹی سابقہ
313, اَینْٹی اِیَر کِرافْٹ
314, اَینْٹی کُوْارِین
315, اِینْٹی چِینْٹی
316, اِینْٹی چِینْٹی چَھپر چھائِیں
317, اَینْٹیِنا
318, اینْٹیں دَبْنا روڑے اُچَھلْنا
319, اَینْٹھ
320, اَینْٹھا
321, ۔ ۔ ۔ آزاری
322, اَینْٹھا سِنْگھ
323, آزَر
324, اینٹھانا
325, آَینْٹھَن
326, اُملی
327, اَ مَمْ
328, اَیْنٹْھنا
329, اَیْنٹْھنا
330, اَیْنٹْھنا
331, اَینْٹھنی
332, اِیْنْچا تانا
333, اِیْنْچا تانا تانی
334, آزُرْدَن دِلِ دوستاں جَہْلَ اسْت وكفّارۂ یَمِین سَہْل
335, اِیْنْچا تانا دابی حَوص
336, اِیْنْچا تانا کھینْچی
337, اینْچ کھینْچ
338, اینْچْنا
339, اینْچَن چھوڑ گَھشِیَٹن میں پَڑْنا پَھنْسْنا کہاوت
340, اینچی
341, اِینْدَر قدیمامذ
342, اَبُو الْقاسِم
343, ۔ ۔ ۔ آزْما
344, اینْ٘دْری اینْدْرین قدیم
345, ایِنْدَھن
346, اِینْدَھور
347, اَینْڈ
348, اَبْر ِ سِپر
349, اَرْضْہ
350, اَینْڈ
351, اَبْر ِ سِیاہ سِیَہ امذ
352, اَبْر ِ عالَمْگِیر
353, اَبْر ِ غَلِیظ
354, اَبْر ِ قِبْلَہ
355, اُتْپنَ
356, اَبْر ِ کَرَم
357, آگ آگا
358, اَبْر ِ کو دیکھ کر گھڑے پھوڑنا
359, اِعْتِبارات
360, اِعْتِبارات اِربعہ
361, جانا
362, آومی
363, اِعْتِبارَن قدیمامث
364, اَبْر ِ کوہْسار کُہْساری امذ
365, اَبْر کُھلنا
366, اَبْر ِ گَنْدَہ بَہار
367, اِعْتِباری
368, اِعْتِباری قدیمامث
369, اِعْتِدا
370, اَعْتِداد
371, اَبْر گَوہَر بار
372, اَلاے بَلاے اَلاے بَلاے
373, اَرْضی
374, اَبْر گِھرنا
375, اَتِْحادی
376, اَبْر ِ مُرْدَہ
377, اَلْبان
378, اَبْر ِ مِسی
379, اَبْر ِ مَطِیر
380, اِعْتِدال
0, اِعْتِدال پَر آنا
1, اَبْر ِ نَو بَہار نَوبَہاری
2, اِعْتِدال پَسَنْد
3, اِعْتِدال حَرَکَتِ عَین
4, اَبْر ِ نَیْساں
5, اُتَّر جاو کہ دَکَّھب وہی کَرْم کے لَکَّھن لَچَّھن
6, پری
7, اِبْر
8, پری
9, اِبْر
10, اَمونیائی
11, اُ مَؐہات
12, اَبْرا
13, اَرضِیات اَرضِیّات
14, اِبْرا
15, اِبْرا نامَہ
16, اُتَّرا پَد
17, اَبْرار
18, اِبْراز
19, اَتْراک
20, اَبْرازات
21, اُبْرا سُبْرا
22, اُبْرا کر رکھنا
23, اَبْرام
24, اِبْرام
25, اُبْرانا
26, اِبْراہِیم
27, اِبْراہِیم اَدْہَم
28, آومی
29, اُون
30, اَلِپْت اَلِپْت
31, اِعْتِدال ِ خَرِیف خَرِیفی
32, اِعْتِدال رَبیِع رَبِیعی
33, اِعْتِدال لَیل و نَہار
34, اِعْتِدالی
35, اِعْتِدالَین
36, اِعْتِزار
37, اِعْتِراض
38, اِعْتِراض اُٹھالینا
39, اُوں مج
40, اِعْتِراض اُٹھانا
41, اِعْتِراض اُٹْھنا
42, اِعْتِراض ٹھون٘کنا
43, اِعْتِراض جَڑْنا
44, َ اوَن
45, اِعْتِراض جَمانا
46, جھاڑْنا
47, جھاڑْنا نِکالْنا
48, او او
49, اِعْتِراضی
50, او اوا لاحقہ
51, اِعْتِراضی
52, اِعْتِراضِیَہ اِعْتِراضِیَّہ
53, اِعْتِراف
54, اِعْتِراف لانا قدیمف
55, اِعْتِزاز
56, آرے دیگر
57, اُرْیا
58, اُرْیا
59, اَرْیا پَریا
60, اُرْیاں دیگر
61, اُرْیاں
62, اَرِیب
63, اُریب
64, اُریب
65, اَحْثا دیگرامذ
66, اَحْقَر
67, اِبْراہِیمی
68, اَحْکام
69, چَھپَک
70, چَھپَّک چَھیَّا
71,
72, چَوالیْسواں
73, چَواں
74, چُواں
75, چُواں کھائی
76, بَفیا
77, چِوانا
78, بْق
79, چُوانا
80, آگے لَعَّا نَہ پِیچھے پَتّا
81, بَقا
82, اُون٘ٹ کی کوئی کَل سیدھی نہیں
83, اٹھ جانا قدیم
84, اٹھ جانا اُٹھ جانا
85, اٹھ جانا باندْھنا
86, اٹھ جانا بر آنا
87, اٹھ جانا بَر لانا
88, اَبِیْری
89, اَبْیَض
90, ال جاؤل بل جاؤں جلوے کے وقت ٹل جاؤں
91, اَبْیَض نُو رانی
92, التزام دیگر
93, ارم
94, اَرْما دیگر
95, اَبھاگ
96, اِلْتِفاقی
97, اَرضِیاتی اَرْضِیاَتی
98, اُرماد
99, اَرْمال
100, اُبَھر
101, اَلَچْھی
102, اِلْتِیام
103, بالاکَرنا
104, بالاکَرنا بالا مَنانا
105, اِلْتِیام پر آنا
106, بالاکَرنا بالا ہونا
107, بالاکَرنا بانٹ
108, اِلْحانی
109, بَھرَن
110, بَھرَن
111, اِدَھر
112, اِدَھر
113, اُدَھر اُدھر کا
114, بَھْرنا
115, اُدَھر کی اُدَھر کَرْنا
116, اَر٘مال
117, اِلْزام دینا
118, اَبُھو
119, اَر٘مان
120, اَبُھوکْتا
121, اَبُھوکَن
122, اَبھوگ
123, اَبھوگ پَرَن
124, اَبھوگی
125, اَبھول
126, اُدَھر
127, اَبھولا
128, اَبُھوں
129, اُدَھر
130, اُوپری دِل سے
131, اُریب ـ چیرا
132, اُریب دار
133, اُریب سُریب
134, اُریْبْواں دیگرصف
135, اُریبی
136, اُرَبری
137, اَن جانْتا
138, اَرِیْکَہ
139, اَن جانْگی
140, اَ ربْن٘ڈی
141, اَینْڈ پڑنا
142, اَینْڈ مال ہے
143, اَینْڈ دیکْھنا
144, اَرْبَوی
145, اَینْڈ کَرْنا
146, اَین٘ڈا
147, اَن جانی
148, اَڑ
149, اَبھی
150, اَن جَنْتا
151, اَین٘ڈا بیَنْڈا
152, اَینْڈا الف
153, اَبھی اَبھی
154, اَینْڈا ب
155, اَبھی پانی کے گَھڑے بَھرنے ہیں
156, اَن چَاہت
157, اَینْڈَل پَن پَنا
158, اَبھی تَک تَلَک
159, اَن چِت چِتّا
160, اَبھی تو بیٹی باپ ہی کے گھر ہے
161, اَن چِھلا
162, اَبھی تولَہ اَبھی ماشَہ
163, اَبھی چَھٹی کا دُودھ نہیں سُوکھا
164, اَن چِھلی ٹھوک دینا
165, اَبھی دلّی دُور ہے
166, اَبھی دُودھ کے دان٘ت نہیں ٹُوٹے
167, اَن چھیڑ
168, اَڑ بال
169, اَینْڈْنا
170, اینْڈْوا
171, اَبھی دیکھا کیْا ہے
172, اَبھی رو رو کے روٹی مان٘گتا ہے
173, اینْڈْوی
174, اَڑ بَڑ دیگر
175, اینْڈْوی کا کَن٘گَن
176, اَڑ ـ بَڑنْگ
177, اَینْڈی
178, اَلْسیٹ اَلْسیٹھ باز
179, اَن دیکھا
180, اَڑ بَند
181, اَبھی سے
182, اَلْسیٹْیا اَلْسیٹْھیا
183, اَن دیکھی
184, اَڑ بَنْگا
185, اَینْڈی بَینْڈی
186, اَبھی کَچّا بَرْتَن ہے
187, اَینْڈی بَینْڈی پَڑْنا
188, اَڑ بَنگا
189, اَبھی کَچّے گَھڑے پانی کے بَھرنے ہیں
190, اَن دیوا
191, اِینْڈھی
192, اَبھی کُچھ نہیں بِگڑا ہے
193, اینَک
194, اَن دَھری
195, اَڑ بَیٹْھنا
196, ایِنْگ
197, اوڑْنا
198, اَن سَمَجھ
199, اَبھی کَفَن بھی مَیلا نہیں ہوا
200, اِینْگَر
201, اَڑ ـ پَرْدَہ
202, اِینْگْرَوتی
203, اَڑ پَکَڑنا
204, اَن سَمْجھی
205, اَڑ دینا
206, اَڑ ڈَنْڈا
207, اَن سَمْجھے
208, اَڑ ذات
209, اَینْگْلو
210, اوڑْنا
211, اَڑ رَہْنا
212, اَینْگْلو اِنْڈیَن
213, اُوڑْنا قدیمف
214, اَڑ رَھبا قدیمصف
215, اِینْگَور
216, اَڑ ضامِنی
217, اَن سُنی
218, اِینْگْھنا
219, اَڑ کَسْب
220, اَڑ ماپ
221, اِینْگھے
222, اَڑ مان
223, اِینو قدیم
224, اوڑَنْ پِچھوّرا
225, اُڑ
226, اُڑ بھاگْنا
227, اَن سُنی کرنا
228, آَینْوَرْسَری
229, اُوڑَنْتا کَھٹولا
230, اَینی
231, اوڑْنی
232, اَن سوچ
233, اوڑْوالا
234, اَن سِیکھا
235, اُوڑی
236, اَن کَرا
237, اُڑ بَھنْبِھیْری ساون آیا
238, اُڑ پَہْیا
239, اُڑ جاۓ
240, اُڑ چَلْنا
241, اَن کہَا
242, اَفْسوں
243, اَن کَہنی
244, اُڑ کَرْ کے
245, اُڑ کَرْ لَگْنا
246, اَن کَہی
247, اَن کِیا
248, اُڑ کَرْ لینا
249, اَن گَڑْھ
250, اُڑ کَرْ مِلْنا
251, اوڑْھنا
252, اَن گِنا
253, اُڑ کَرْ مُنْھ میں دانَہ نَہ جانا
254, اَن گنِا بَرَس سال
255, اُڑ لَگْنا دیگر
256, اَن گِنا مَہِینا
257, اُڑ ـ لَگْنا
258, اُڑ لَگْنی
259, اُڑ ناگَن ناگْنی
260, اَفْسوں گَر
261, اَن گِنَت
262, الْحاکِمِین
263, اَحْمَد
264, اَحْمَدی
265, ارْضِیَت ارْضِیّت
266, اَحْمَر
267, اَفْشار لاحقہ
268, اَحْمَق
269, اَفْشاں
270, اَفْشانی
271, اوت لاحقہ
272, چٹکی
273, اَفْضَلِیَّت
274, اِفْطار
275, اِفْطارْنا
276, اِفْطاری
277, اُڑ اڑ دیگر
278, اَڑا
279, اَڑا دیگر
280, اَڑا بِھڑا
281, اَفْعال
282, اَری
283, اَری پَری اُڑا دینا
284, اَفْعال ِ اِضْطِراری
285, اَری تُری دیگر
286, اَرے او دیگر
287, اَرے واہ فجائیہ
288, اَرے ہاں فجائیہ
289, اَرْواح بَھْرنا
290, اَلَف اَلِف لینا
291, اُپار
292, اَن ہونا
293, باچھیں کِھلْنا
294, ان پُورْنا داتا
295, اُن
296, باد ْ خانَہ
297, باد ْ خایَہ
298, باد ْ ْ خور خورا
299, باد ْ دار
300, باد ْ دست
301, پارا
302, باد ْ رَفْتار
303, باد ْ رَن٘گ
304, باد ْ رِیَہ
305, باد ْ ْ زَدَگی
306, بَقْر عید
307, بَقَرَہ
308, بَقَری
309, بَقَرِیَّد
310, بَقْرِیَّہ
311, اِنْتِخاب قُدْرت
312, بُقْعَہ
313, بُقْعَہ ء صَفْراوی
314, بُقْعَہ ءِ ظْاْلمَت
315, بُقْعَہ ءِ عَمْیا
316, بَقْل
317, بَقْل بَطُورا
318, بَقْلاوَہ بَقْلاوی
319, بَقْلَہ
320, بَقْلَہ ُالْحَمْقا
321, بُقُول
322, اَنْتَر اَنْتَر پَٹ
323, اَنْتَر اَنْتَر دھان
324, اَنْتْرا
325, جَھڑ بَن٘دْھنا
326, اَرَت اَرْت کَرْنا
327, اَرْدَلی اُتَرْنا
328, اِبْرَۃ
329, اِرْشاد ہونا
330, اُٹھنا آنا
331, اَرش پَرْش ہونا
332, جانا
333, اُرْدُو بازار
334, اُرْدُو پَن
335, پاو بَند قدیمصف
336, پاو دان
337, پاو دینا
338, بُقُولات
339, بُقُولائی
340, بُقَّہ
341, بَقّیِات
342, بَقْیِہ
343, بَقْیِہ ُالسَّیف
344, بَک
345, بَک بّک
346, بَک جَھک جَھک
347, بک بَک کَرنا
348, بَک بَک لَگانا
349, بَک بَک لَگْْنا
350, بَک بَک مَچانا
351, بَک پَنا
352, بَک جَھک
353, بَک
354, بَک
355, بَک آسَن
356, بَک چال
357, بَک دھْیان
358, بک
359, بَک
360, بًک
361, بُک
362, بُک اسِٹْال
363, بائنڈر
364, بائنڈنگ
365, بُک سیلَر
366, بُک کِیپِنْگ
367, بُک کَرانا کَرنا
368, بُک پوسْٹ
369, بِْکا
370, بُکا
371, بَکّا
372, بَکّا
373, آنکھوں
374, بًکّا
375, اَرْگَجا دان
376, چَڑھانا
377, اُرْمانا
378, اَرْز بازار
379, اِرْتِفاع دینا
380, اَرْزانی ہونا
381, بد
382, سے کَرامَت ہے
383, بَد نَفْس
384, بَد نُما
385, بَد نِہاد
386, بَد نِیَّت
387, بَد وَضْع
388, اَرْتلاَ کَرْنا
389, بَد ہَضْمی
390, بَد ہِمَّت
391, بَد ہَیئَت
392, بَد یَقین
393, بَد یُمْن
394, بد
395, بد
396, بد سالا سَلا
397, بَکار
398, بَکار
399, بد
400, بِکار
401, بَد
402, بِد
403, بِکار
404, بُد
405, بَدا بُوتْری
406, بِدانا
407, بِدارْنا
408, بَدای کَندْ
409, بَداعَت
410, بُداغ
411, جُوتھ وار
412, بِداگی
413, بِداگی دینا
414, بَدام
415, بَدامی
416, بَداں
417, بُحے ہوتے الخ
418, بَدانا
419, جوِٹیا
420, بَداوا
421, بُحے ہوتے الخ ہوتے عِید بَقْرِید کے کام آتے
422, بَداوَت
423, بُحے ہوتے الخ ہی
424, بَداہَت
425, بِدْر
426, بِدْر ساز
427, ایک ایک
428, بَدَرا
429, بَدْرا
430, بَدْرا
431, بَدْرانا
432, ایک ایکا دیگرم
433, بُدُرْ بُدُر
434, بَدرَقا بَدْرَقَہ
435, بَدرَقا بَدْرَقَہ ءِ حِساب
436, بَدْ رَوم جالی
437, بَد رَومی خانَم
438, بُدَّر کرنا
439, بَدْرِکا
440, بَدْرِکا تِیرَتھ
441, بَدْرَہ
442, ایک
443, بَدْری
444, بَدْری کی ڈاک
445, جہاں
446, بَدْری
447, بَدْری
448, بَدْری میں چھید کَرنا
449, بَدْری
450, بَدْری پَتْرَک
451, بَدْری شیل
452, بَدْری ناتھ
453, بَکارا
454, بِدْری
455, بِکارا
456, بَدَرْیا
457, بَکارّت
458, بَکارْنا
459, بِکاس
460, بکاسنا
461, بِکال
462, بَکام
463, بکان
464,
465, بَکانا
466, بِکانا
467, بِکانا بِکانی
468, بِکاو
469, اَہْل کار
470, بَکاوَل
471, بَکاوَل بیگی
472, بَکاوَلْنی
473, ایک ذات
474, بَکاَولی
475, بَکاوُلی
476, بَکِائن بَکا پَن
477, بِکاؤُ
478, بُکائِیَہ بُکائِیَّہ
479, بَکْبّکا
480, بَکْبَکانا
481, بَکْبَکی قدیمصف
482, بِکْت
483, ایک رَس
484, بِکَت
485, بَکْتَر
486, بَکْتَر بَنْد
487, بَکْتَر پوش
488, بَکْتَر دوز
489, بَکْتَری
490, بِکَٹ
491, بَکَٹ
492, بَرْگ
493, بِرَل بِرُل
494, بَدْرِیَّت
495, بِدَع
496, بِدْعات
497, پری دار
498, بِدْعَت
499, بِدْعَت آئِین
500, بُرْمُوبی
501, بِدْعَت سَیِّئہَ
502, بِدْعَت مُباح
503, بِدْعَت مُسْتَحَب
504, بِدْعَت ِ واجِب
505, بَرَن
506, بِدْعَتی
507, بِدْعَتِیانَہ
508, بڑیاں دیگر
509, بِدْعَتِیَّہ
510, بَدَق
511, بڑیاں توڑنا
512, بَدَک بِدَک
513, بڑیاں قدیمصف
514, بِدْکانا
515, بڑیرا
516, بِدَکْنا
517, بُدَکْنا
